session_id,user_id,device,region,channel,product_category,session_start,session_end,session_date,day_of_week,session_duration_mins,reached_browse,reached_cart,reached_checkout,reached_purchase,furthest_stage,furthest_stage_num,revenue,converted
SES-08648,USR-08648,Mobile,South,Google Ads,Beauty,2025-12-11 03:58:20.2772980,2025-12-11 04:07:20.2772980,2025-12-11,Thursday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08649,USR-08649,Mobile,West,Email,Home,2025-12-14 21:17:46.5408600,2025-12-14 21:17:46.5408600,2025-12-14,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08650,USR-08650,Desktop,South,Email,Electronics,2025-12-10 04:14:26.1892910,2025-12-10 04:14:26.1892910,2025-12-10,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08651,USR-08651,Desktop,North,Organic,Electronics,2025-12-29 04:51:45.9436630,2025-12-29 04:56:45.9436630,2025-12-29,Monday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08652,USR-08652,Tablet,North,Email,Electronics,2025-12-12 20:40:36.6162200,2025-12-12 20:49:36.6162200,2025-12-12,Friday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08653,USR-08653,Mobile,South,Organic,Beauty,2025-12-14 01:34:42.0863680,2025-12-14 01:47:42.0863680,2025-12-14,Sunday,13.000000,1,1,1,1,Purchase,4,60.30,Converted
SES-08654,USR-08654,Mobile,West,Social Media,Home,2026-01-04 08:05:10.4294860,2026-01-04 08:07:10.4294860,2026-01-04,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08655,USR-08655,Desktop,East,Organic,Fashion,2025-12-16 04:00:23.7478740,2025-12-16 04:00:23.7478740,2025-12-16,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08656,USR-08656,Tablet,West,Email,Sports,2025-12-21 18:30:57.5161050,2025-12-21 18:37:57.5161050,2025-12-21,Sunday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08657,USR-08657,Tablet,North,Email,Fashion,2025-12-12 06:23:00.4906410,2025-12-12 06:27:00.4906410,2025-12-12,Friday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08658,USR-08658,Desktop,South,Social Media,Sports,2025-12-09 23:43:40.5411740,2025-12-09 23:43:40.5411740,2025-12-09,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08659,USR-08659,Tablet,West,Social Media,Fashion,2025-12-26 07:53:27.5445380,2025-12-26 07:58:27.5445380,2025-12-26,Friday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08660,USR-08660,Mobile,East,Social Media,Home,2025-12-19 08:25:31.7513940,2025-12-19 08:27:31.7513940,2025-12-19,Friday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08661,USR-08661,Mobile,East,Google Ads,Electronics,2026-01-04 07:03:09.3310340,2026-01-04 07:08:09.3310340,2026-01-04,Sunday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08662,USR-08662,Desktop,West,Social Media,Home,2025-12-22 10:49:24.4514370,2025-12-22 10:51:24.4514370,2025-12-22,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08663,USR-08663,Mobile,East,Email,Beauty,2025-12-17 00:21:56.8992470,2025-12-17 00:21:56.8992470,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08664,USR-08664,Mobile,North,Google Ads,Home,2025-12-15 21:29:07.7728010,2025-12-15 21:39:07.7728010,2025-12-15,Monday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08665,USR-08665,Mobile,South,Google Ads,Beauty,2025-12-20 04:38:09.3026420,2025-12-20 04:38:09.3026420,2025-12-20,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08666,USR-08666,Desktop,North,Social Media,Electronics,2025-12-28 08:05:50.6167550,2025-12-28 08:16:50.6167550,2025-12-28,Sunday,11.000000,1,1,1,1,Purchase,4,269.20,Converted
SES-08667,USR-08667,Mobile,South,Social Media,Beauty,2025-12-09 23:45:38.3013100,2025-12-09 23:50:38.3013100,2025-12-09,Tuesday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08668,USR-08668,Tablet,North,Email,Sports,2025-12-14 14:48:35.0145040,2025-12-14 14:48:35.0145040,2025-12-14,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08669,USR-08669,Desktop,South,Social Media,Fashion,2026-01-07 08:53:38.2847290,2026-01-07 08:58:38.2847290,2026-01-07,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08670,USR-08670,Desktop,South,Organic,Beauty,2025-12-13 19:36:34.8126070,2025-12-13 19:40:34.8126070,2025-12-13,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08671,USR-08671,Tablet,North,Social Media,Beauty,2025-12-25 08:45:10.2212190,2025-12-25 08:49:10.2212190,2025-12-25,Thursday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08672,USR-08672,Mobile,West,Email,Home,2025-12-20 22:02:22.4557620,2025-12-20 22:09:22.4557620,2025-12-20,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08673,USR-08673,Tablet,North,Google Ads,Home,2026-01-06 14:30:30.2132750,2026-01-06 14:37:30.2132750,2026-01-06,Tuesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08674,USR-08674,Mobile,North,Social Media,Beauty,2025-12-10 02:56:17.8078930,2025-12-10 02:58:17.8078930,2025-12-10,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08675,USR-08675,Mobile,West,Organic,Sports,2025-12-13 19:52:33.7554160,2025-12-13 19:57:33.7554160,2025-12-13,Saturday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08676,USR-08676,Desktop,East,Google Ads,Beauty,2025-12-31 09:30:35.2574750,2025-12-31 09:37:35.2574750,2025-12-31,Wednesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08677,USR-08677,Mobile,North,Google Ads,Home,2025-12-14 15:45:43.6312710,2025-12-14 15:47:43.6312710,2025-12-14,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08678,USR-08678,Tablet,East,Social Media,Fashion,2025-12-25 09:48:36.1294140,2025-12-25 09:48:36.1294140,2025-12-25,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08679,USR-08679,Tablet,South,Social Media,Home,2025-12-23 14:31:54.4250970,2025-12-23 14:31:54.4250970,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08680,USR-08680,Tablet,East,Social Media,Fashion,2025-12-26 12:08:10.7027940,2025-12-26 12:11:10.7027940,2025-12-26,Friday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08681,USR-08681,Mobile,East,Google Ads,Home,2025-12-15 21:48:58.0660020,2025-12-15 21:48:58.0660020,2025-12-15,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08682,USR-08682,Desktop,South,Google Ads,Home,2025-12-23 04:08:09.2461370,2025-12-23 04:12:09.2461370,2025-12-23,Tuesday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08683,USR-08683,Desktop,North,Email,Fashion,2026-01-06 21:06:42.7331740,2026-01-06 21:09:42.7331740,2026-01-06,Tuesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08684,USR-08684,Tablet,North,Social Media,Home,2025-12-24 23:26:38.3931500,2025-12-24 23:33:38.3931500,2025-12-24,Wednesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08685,USR-08685,Mobile,South,Email,Sports,2025-12-13 06:25:13.4262690,2025-12-13 06:35:13.4262690,2025-12-13,Saturday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08686,USR-08686,Desktop,West,Email,Beauty,2025-12-27 09:55:16.7133060,2025-12-27 10:03:16.7133060,2025-12-27,Saturday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08687,USR-08687,Desktop,East,Email,Home,2026-01-06 08:28:46.1606130,2026-01-06 08:31:46.1606130,2026-01-06,Tuesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08688,USR-08688,Desktop,South,Email,Sports,2025-12-14 04:49:27.5008310,2025-12-14 04:59:27.5008310,2025-12-14,Sunday,10.000000,1,1,1,1,Purchase,4,399.60,Converted
SES-08689,USR-08689,Mobile,West,Organic,Home,2025-12-28 16:51:25.3889990,2025-12-28 16:59:25.3889990,2025-12-28,Sunday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08690,USR-08690,Desktop,North,Social Media,Beauty,2026-01-04 11:02:14.9616390,2026-01-04 11:06:14.9616390,2026-01-04,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08691,USR-08691,Mobile,East,Organic,Electronics,2025-12-15 14:31:31.4536290,2025-12-15 14:31:31.4536290,2025-12-15,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08692,USR-08692,Tablet,South,Google Ads,Beauty,2026-01-02 04:26:39.4584360,2026-01-02 04:26:39.4584360,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08693,USR-08693,Desktop,West,Google Ads,Fashion,2026-01-05 02:33:46.2309150,2026-01-05 02:39:46.2309150,2026-01-05,Monday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08694,USR-08694,Mobile,East,Email,Fashion,2026-01-02 22:45:20.8383260,2026-01-02 22:45:20.8383260,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08695,USR-08695,Desktop,South,Organic,Fashion,2025-12-29 02:23:34.5602030,2025-12-29 02:26:34.5602030,2025-12-29,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08696,USR-08696,Mobile,North,Email,Home,2025-12-16 14:42:34.0106990,2025-12-16 14:47:34.0106990,2025-12-16,Tuesday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08697,USR-08697,Tablet,East,Organic,Fashion,2025-12-27 19:00:19.9659220,2025-12-27 19:13:19.9659220,2025-12-27,Saturday,13.000000,1,1,1,1,Purchase,4,288.39,Converted
SES-08698,USR-08698,Mobile,West,Google Ads,Home,2026-01-02 22:02:58.5973800,2026-01-02 22:09:58.5973800,2026-01-02,Friday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08699,USR-08699,Desktop,West,Google Ads,Sports,2025-12-15 21:17:15.1972870,2025-12-15 21:21:15.1972870,2025-12-15,Monday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08700,USR-08700,Mobile,West,Email,Fashion,2026-01-07 01:14:54.2416240,2026-01-07 01:23:54.2416240,2026-01-07,Wednesday,9.000000,1,1,1,1,Purchase,4,465.70,Converted
SES-08701,USR-08701,Mobile,South,Organic,Sports,2026-01-02 02:19:07.0846270,2026-01-02 02:24:07.0846270,2026-01-02,Friday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08702,USR-08702,Mobile,East,Email,Sports,2025-12-18 12:32:58.4288800,2025-12-18 12:42:58.4288800,2025-12-18,Thursday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08703,USR-08703,Desktop,North,Email,Fashion,2025-12-29 03:37:08.2818350,2025-12-29 03:40:08.2818350,2025-12-29,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08704,USR-08704,Desktop,West,Email,Sports,2025-12-13 19:20:41.1897870,2025-12-13 19:24:41.1897870,2025-12-13,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08705,USR-08705,Tablet,East,Social Media,Electronics,2025-12-23 15:05:08.8575040,2025-12-23 15:19:08.8575040,2025-12-23,Tuesday,14.000000,1,1,1,1,Purchase,4,128.91,Converted
SES-08706,USR-08706,Tablet,North,Social Media,Beauty,2025-12-15 11:33:39.6961380,2025-12-15 11:33:39.6961380,2025-12-15,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08707,USR-08707,Tablet,South,Google Ads,Electronics,2025-12-22 14:06:15.5706370,2025-12-22 14:15:15.5706370,2025-12-22,Monday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08708,USR-08708,Tablet,East,Social Media,Electronics,2025-12-11 17:03:09.6986140,2025-12-11 17:03:09.6986140,2025-12-11,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08709,USR-08709,Mobile,North,Google Ads,Beauty,2025-12-29 01:02:49.6664830,2025-12-29 01:13:49.6664830,2025-12-29,Monday,11.000000,1,1,1,1,Purchase,4,391.02,Converted
SES-08710,USR-08710,Tablet,East,Google Ads,Beauty,2025-12-29 06:31:59.6935190,2025-12-29 06:33:59.6935190,2025-12-29,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08711,USR-08711,Desktop,East,Email,Sports,2025-12-28 05:01:48.7231300,2025-12-28 05:01:48.7231300,2025-12-28,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08712,USR-08712,Desktop,South,Social Media,Electronics,2025-12-22 08:07:36.1965330,2025-12-22 08:07:36.1965330,2025-12-22,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08713,USR-08713,Mobile,West,Organic,Fashion,2025-12-21 15:32:39.2385150,2025-12-21 15:32:39.2385150,2025-12-21,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08714,USR-08714,Tablet,East,Organic,Home,2025-12-10 02:08:49.4002310,2025-12-10 02:08:49.4002310,2025-12-10,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08715,USR-08715,Desktop,East,Google Ads,Home,2025-12-23 18:49:34.2730770,2025-12-23 18:49:34.2730770,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08716,USR-08716,Desktop,South,Social Media,Sports,2025-12-19 05:11:55.6008230,2025-12-19 05:11:55.6008230,2025-12-19,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08717,USR-08717,Desktop,West,Google Ads,Fashion,2025-12-11 03:55:50.4493010,2025-12-11 04:02:50.4493010,2025-12-11,Thursday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08718,USR-08718,Mobile,North,Google Ads,Sports,2025-12-22 08:27:22.5711790,2025-12-22 08:30:22.5711790,2025-12-22,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08719,USR-08719,Desktop,East,Social Media,Sports,2026-01-08 00:20:10.9771340,2026-01-08 00:29:10.9771340,2026-01-08,Thursday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08720,USR-08720,Mobile,North,Organic,Home,2025-12-14 07:40:44.8986840,2025-12-14 07:40:44.8986840,2025-12-14,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08721,USR-08721,Tablet,West,Email,Home,2025-12-24 09:07:14.9016310,2025-12-24 09:12:14.9016310,2025-12-24,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08722,USR-08722,Mobile,South,Social Media,Home,2025-12-23 08:59:00.6323390,2025-12-23 09:03:00.6323390,2025-12-23,Tuesday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08723,USR-08723,Tablet,North,Google Ads,Home,2025-12-27 06:01:45.2514570,2025-12-27 06:08:45.2514570,2025-12-27,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08724,USR-08724,Desktop,North,Social Media,Electronics,2025-12-30 00:36:21.2840240,2025-12-30 00:44:21.2840240,2025-12-30,Tuesday,8.000000,1,1,1,1,Purchase,4,419.48,Converted
SES-08725,USR-08725,Mobile,South,Email,Fashion,2025-12-14 23:24:48.6629650,2025-12-14 23:26:48.6629650,2025-12-14,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08726,USR-08726,Tablet,South,Email,Electronics,2026-01-07 19:43:58.5122600,2026-01-07 19:54:58.5122600,2026-01-07,Wednesday,11.000000,1,1,1,1,Purchase,4,106.21,Converted
SES-08727,USR-08727,Tablet,North,Social Media,Fashion,2026-01-07 18:08:59.4540460,2026-01-07 18:08:59.4540460,2026-01-07,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08728,USR-08728,Desktop,West,Organic,Sports,2025-12-29 20:34:58.3440610,2025-12-29 20:34:58.3440610,2025-12-29,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08729,USR-08729,Mobile,East,Organic,Sports,2025-12-29 01:16:18.6682890,2025-12-29 01:23:18.6682890,2025-12-29,Monday,7.000000,1,1,1,1,Purchase,4,159.15,Converted
SES-08730,USR-08730,Tablet,South,Social Media,Home,2025-12-21 15:17:30.1349850,2025-12-21 15:29:30.1349850,2025-12-21,Sunday,12.000000,1,1,1,1,Purchase,4,313.44,Converted
SES-08731,USR-08731,Mobile,West,Google Ads,Home,2025-12-16 09:54:49.0986820,2025-12-16 10:03:49.0986820,2025-12-16,Tuesday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08732,USR-08732,Tablet,West,Google Ads,Fashion,2026-01-01 19:23:29.7541480,2026-01-01 19:23:29.7541480,2026-01-01,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08733,USR-08733,Desktop,North,Social Media,Home,2025-12-15 02:57:41.2778550,2025-12-15 02:57:41.2778550,2025-12-15,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08734,USR-08734,Tablet,South,Google Ads,Sports,2025-12-09 18:28:59.2932470,2025-12-09 18:28:59.2932470,2025-12-09,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08735,USR-08735,Tablet,South,Email,Home,2025-12-11 08:13:21.3953200,2025-12-11 08:16:21.3953200,2025-12-11,Thursday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08736,USR-08736,Tablet,East,Google Ads,Home,2025-12-29 06:15:42.6186850,2025-12-29 06:25:42.6186850,2025-12-29,Monday,10.000000,1,1,1,1,Purchase,4,270.40,Converted
SES-08737,USR-08737,Tablet,East,Organic,Fashion,2026-01-05 02:43:33.6750930,2026-01-05 02:43:33.6750930,2026-01-05,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08738,USR-08738,Tablet,South,Organic,Home,2025-12-20 21:56:44.3395960,2025-12-20 22:02:44.3395960,2025-12-20,Saturday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08739,USR-08739,Tablet,South,Google Ads,Home,2026-01-07 20:21:19.2253170,2026-01-07 20:23:19.2253170,2026-01-07,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08740,USR-08740,Mobile,South,Social Media,Home,2025-12-25 13:45:42.9421390,2025-12-25 13:47:42.9421390,2025-12-25,Thursday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08741,USR-08741,Tablet,West,Email,Sports,2025-12-26 14:08:24.6414880,2025-12-26 14:20:24.6414880,2025-12-26,Friday,12.000000,1,1,1,1,Purchase,4,431.39,Converted
SES-08742,USR-08742,Mobile,South,Organic,Home,2026-01-06 23:36:23.3576290,2026-01-06 23:43:23.3576290,2026-01-06,Tuesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08743,USR-08743,Tablet,West,Social Media,Home,2025-12-28 09:56:01.1464110,2025-12-28 10:02:01.1464110,2025-12-28,Sunday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08744,USR-08744,Tablet,South,Organic,Fashion,2026-01-06 02:04:42.2791110,2026-01-06 02:09:42.2791110,2026-01-06,Tuesday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08745,USR-08745,Desktop,West,Email,Home,2025-12-21 12:19:09.3675460,2025-12-21 12:23:09.3675460,2025-12-21,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08746,USR-08746,Desktop,South,Social Media,Electronics,2025-12-15 11:40:44.7989720,2025-12-15 11:42:44.7989720,2025-12-15,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08747,USR-08747,Tablet,South,Email,Beauty,2026-01-05 20:20:13.9397290,2026-01-05 20:24:13.9397290,2026-01-05,Monday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08748,USR-08748,Desktop,South,Social Media,Fashion,2025-12-12 02:23:55.6628520,2025-12-12 02:28:55.6628520,2025-12-12,Friday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08749,USR-08749,Tablet,East,Email,Electronics,2025-12-11 18:57:38.1224710,2025-12-11 19:03:38.1224710,2025-12-11,Thursday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08750,USR-08750,Desktop,South,Social Media,Sports,2025-12-21 14:28:53.8980590,2025-12-21 14:39:53.8980590,2025-12-21,Sunday,11.000000,1,1,1,1,Purchase,4,330.00,Converted
SES-08751,USR-08751,Mobile,South,Organic,Electronics,2025-12-25 05:02:33.1158260,2025-12-25 05:04:33.1158260,2025-12-25,Thursday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08752,USR-08752,Desktop,East,Social Media,Home,2025-12-24 13:50:57.6490510,2025-12-24 13:54:57.6490510,2025-12-24,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08753,USR-08753,Desktop,West,Email,Home,2025-12-11 09:47:03.4274110,2025-12-11 09:47:03.4274110,2025-12-11,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08754,USR-08754,Desktop,West,Google Ads,Electronics,2025-12-17 04:04:59.2786540,2025-12-17 04:04:59.2786540,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08755,USR-08755,Desktop,West,Social Media,Beauty,2025-12-26 11:29:11.1652670,2025-12-26 11:35:11.1652670,2025-12-26,Friday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08756,USR-08756,Desktop,South,Google Ads,Electronics,2025-12-29 13:24:31.4881690,2025-12-29 13:28:31.4881690,2025-12-29,Monday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08757,USR-08757,Mobile,South,Google Ads,Home,2025-12-30 04:12:48.8220250,2025-12-30 04:12:48.8220250,2025-12-30,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08758,USR-08758,Tablet,North,Email,Sports,2025-12-31 19:28:23.2110400,2025-12-31 19:30:23.2110400,2025-12-31,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08759,USR-08759,Desktop,South,Organic,Sports,2025-12-12 13:53:26.2685630,2025-12-12 13:53:26.2685630,2025-12-12,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08760,USR-08760,Mobile,South,Google Ads,Home,2025-12-17 23:05:34.5642260,2025-12-17 23:05:34.5642260,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08761,USR-08761,Tablet,East,Email,Home,2025-12-21 09:51:17.1476390,2025-12-21 09:53:17.1476390,2025-12-21,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08762,USR-08762,Mobile,East,Email,Sports,2026-01-03 04:15:03.6288450,2026-01-03 04:25:03.6288450,2026-01-03,Saturday,10.000000,1,1,1,1,Purchase,4,442.73,Converted
SES-08763,USR-08763,Mobile,West,Google Ads,Home,2025-12-14 07:06:00.6065730,2025-12-14 07:14:00.6065730,2025-12-14,Sunday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08764,USR-08764,Tablet,North,Social Media,Sports,2026-01-04 18:11:36.7418060,2026-01-04 18:18:36.7418060,2026-01-04,Sunday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08765,USR-08765,Mobile,West,Email,Beauty,2026-01-02 15:29:57.8107990,2026-01-02 15:37:57.8107990,2026-01-02,Friday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08766,USR-08766,Mobile,West,Social Media,Fashion,2026-01-04 23:30:59.1618880,2026-01-04 23:30:59.1618880,2026-01-04,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08767,USR-08767,Desktop,East,Email,Sports,2026-01-07 02:42:17.2629450,2026-01-07 02:48:17.2629450,2026-01-07,Wednesday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-08768,USR-08768,Desktop,East,Google Ads,Sports,2025-12-18 17:51:25.8064290,2025-12-18 18:03:25.8064290,2025-12-18,Thursday,12.000000,1,1,1,1,Purchase,4,446.92,Converted
SES-08769,USR-08769,Tablet,East,Google Ads,Beauty,2025-12-16 00:28:09.7192320,2025-12-16 00:30:09.7192320,2025-12-16,Tuesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08770,USR-08770,Desktop,West,Google Ads,Fashion,2025-12-12 01:52:17.2244090,2025-12-12 01:52:17.2244090,2025-12-12,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08771,USR-08771,Desktop,East,Social Media,Home,2025-12-10 16:25:21.7478400,2025-12-10 16:27:21.7478400,2025-12-10,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08772,USR-08772,Mobile,West,Organic,Electronics,2025-12-20 09:50:05.1962260,2025-12-20 09:52:05.1962260,2025-12-20,Saturday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08773,USR-08773,Mobile,East,Social Media,Fashion,2025-12-11 01:29:03.5468530,2025-12-11 01:40:03.5468530,2025-12-11,Thursday,11.000000,1,1,1,1,Purchase,4,376.04,Converted
SES-08774,USR-08774,Tablet,South,Organic,Beauty,2025-12-28 01:51:16.3975630,2025-12-28 01:51:16.3975630,2025-12-28,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08775,USR-08775,Tablet,East,Organic,Beauty,2025-12-28 06:00:48.4101040,2025-12-28 06:05:48.4101040,2025-12-28,Sunday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08776,USR-08776,Desktop,East,Organic,Sports,2025-12-09 16:47:16.9705820,2025-12-09 16:50:16.9705820,2025-12-09,Tuesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08777,USR-08777,Desktop,North,Email,Sports,2025-12-17 09:12:30.8597080,2025-12-17 09:12:30.8597080,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08778,USR-08778,Desktop,South,Google Ads,Beauty,2025-12-31 13:05:54.1976170,2025-12-31 13:15:54.1976170,2025-12-31,Wednesday,10.000000,1,1,1,1,Purchase,4,207.81,Converted
SES-08779,USR-08779,Mobile,North,Organic,Beauty,2026-01-03 10:10:14.8672640,2026-01-03 10:12:14.8672640,2026-01-03,Saturday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-08780,USR-08780,Tablet,East,Organic,Home,2025-12-18 06:01:36.5470340,2025-12-18 06:01:36.5470340,2025-12-18,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-08781,USR-08781,Tablet,North,Google Ads,Electronics,2025-12-17 18:59:01.6625750,2025-12-17 19:10:01.6625750,2025-12-17,Wednesday,11.000000,1,1,1,1,Purchase,4,65.77,Converted
SES-08782,USR-08782,Tablet,East,Email,Sports,2025-12-28 00:01:49.5372610,2025-12-28 00:03:49.5372610,2025-12-28,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
